previous_operator_utterance,current_utterance
オペレーター: あるいは、お食事とかお買い物の場所を探すか、どちらがよろしいですか？,カスタマー: そうですね。食事の場所をちょっと、長崎詳しくないので、ちょっと調べていただきたいです。
オペレーター: こちらお選びいただいておりますけれども、他にお客様何かご希望はございますか？,カスタマー: えっとー、うん、きれいな景色が見られる場所がいいです。はい。
オペレーター: あるいは実際にこう、海の近くに行って何か景色を見るような場所、どちらがよろしいですか？,カスタマー: あ、山がいいですね。
オペレーター: はい。ではお客様、お買い物の場所とかは大丈夫ですか？,カスタマー: は、お土産とかがやっぱり欲しいですね。
オペレーター: はい。なんかあのーどうでしょうか。,カスタマー: あ、そうですね。自分が買うものをちょっと探したいです。はい。
オペレーター: ご興味あったかと思うんですけど、いかがですか？,カスタマー: あ、そのステンドグラスの方がいいですね。
オペレーター: はい。他にお客様何かお知りおきいただきたいことございますでしょうか。,カスタマー: えっと、夜ご飯とかで食べれる場所を探したいです。
オペレーター: ええ、ええ。ありがとうございます。そうしますとちょうどですね、長崎ちゃんぽんの店と、皿うどんの店。,カスタマー: あ、両方がいいです。
オペレーター: どちらへご旅行なさるかお考えはございますか？,カスタマー: えーとー京都の方に行きたいんですけど、はい。
オペレーター: では京都にいつ頃ご旅行なさいますか？,カスタマー: えーと、できればあの、あのー初夏に近くて本当に春って言う感じ。
オペレーター: はい、どちらがよろしいでしょうか？,カスタマー: うーんとー、よく修学旅行で訪れるような所じゃないー、えーっとー。
オペレーター: えーえー。,カスタマー: エリアで、えーとー、あまりこう観光地らしくない、こうお寺巡りをしたいなと思ったんですけど。
オペレーター: あーなるほど。,カスタマー: うん決めたんですけど、でもあの今のお話だとなんかその、嵐山の方？中心部からやっぱりちょっとはずれた。えーっと。
オペレーター: ええ、ええ、うん、うん、ええ。,カスタマー: そういう所をちょっとそぞろ歩きしながらー。
オペレーター: ええ、ええー。,カスタマー: んん、見る方を選びたいなと思います。
オペレーター: そういった事も考えられますけれども、いかが致しましょうか？,カスタマー: えーと、その、そのお寺の周辺の自然を、えーとーた、少し楽しみつつあのー確か京都って。
オペレーター: そういった事も考えられますけれども、いかが致しましょうか？,カスタマー: あのーバスとかもあのーそこ通ってる<>ですので、また違うお寺も行ってみたいと思います。
オペレーター: どのようなご希望御座いますか？,カスタマー: あっ、できればあのーテレビで見るとかよくみんなが行くって言うよりは、鄙びた、あの大小は関係なくなんかこう。
オペレーター: ええーええ。,カスタマー: うーん。おっ、仏像様をこうじっくりこう堪能してみるとか。
オペレーター: ええ、ええ。,カスタマー: なんか、本当庭園が、日本庭園みたいな庭がいいとか。
オペレーター: ええ、ええ、ええ、ええー。,カスタマー: そんなような所が良いです、はい。
オペレーター: そうですね、神社も結構ございまして、お客様お寺の方をご希望ということですよね、神社ではなくて。,カスタマー: あ、でも神社でもお薦めのものがあれば、うん。
オペレーター: 決めておりませんので、どちらかお探し致しますがいかがでしょうか？,カスタマー: あ、そうですね。じゃあ昼食を、はい。
オペレーター: 或いはあのー旦那様どういったものが苦手ですとか、お客様ご自身がこういったものが苦手ですとか、ございましたら教えて頂けますか？,カスタマー: あ、えーっとーそういうのは特にないんですけれども、あのー京都ならではの、あのー、うん、し、あんまりこう、しゃちほこばったって所じゃなくって、あのーなんかゆっくりこうお豆腐を楽しむとか、なんかおいしいその春のお魚を楽しむとかそんな感じで。
オペレーター: はい、ではお客様どちらになさいますか？先程の定食系のお店がよいか、或いは今申し上げましたこちら名前がですね、京料理卯柳先斗町花と言います。,カスタマー: せっかく行ったんだからー、あのーその川を、川の流れをこう愛でながらええお食事するというのを、こうちょっとやってみたいです。
オペレーター: はい。,カスタマー: 春先なんですけど、ちょっと北陸の方ですね。
オペレーター: はい。,カスタマー: 石川県で、はい。
オペレーター: 北陸ですか。,カスタマー: 富山とか福井とか、そのあたりをこうまとめてくれるとこう、一人旅に。
オペレーター: 一人旅、北陸、あれ、富山って仰ってましたっけ？富山と。,カスタマー: あ、そうですね、なんかあの北陸三県。
オペレーター: 一人旅、北陸、あれ、富山って仰ってましたっけ？富山と。,カスタマー: あの辺をこう、重点的にちょっと車とか借りて。
オペレーター: 一人旅、北陸、あれ、富山って仰ってましたっけ？富山と。,カスタマー: 回れればいいかなと。
オペレーター: 車で。,カスタマー: まあちょっと、3日4日休もうかと思って、要は1日で一つの県をぐるーっとこう。
オペレーター: 車で。,カスタマー: 回っていこうかなみたいな。
オペレーター: うんうん。,カスタマー: まあ、もしぐるっと一つの県回れないんだったら。
オペレーター: うんうん。,カスタマー: こう海沿いでこう。
オペレーター: うんうん。,カスタマー: 富山、石川、福井みたいなところをこう<>。
オペレーター: うん。,カスタマー: あのー回っていけたらいいのかなと思ってまして。
オペレーター: 福井。,カスタマー: まあもしそのところどころに。福井。
オペレーター: 福井。,カスタマー: なんかこう有名な温泉どころとかあったら。
オペレーター: 福井。,カスタマー: なんかこう一つの県に1箇所ずつ温泉入ってくーみたいな。
オペレーター: うん。,カスタマー: そういう感じメインかなと、はい。
オペレーター: なんか。,カスタマー: なんか効能とかはそこまで求めてないんで。
オペレーター: なんか。,カスタマー: 風景ですかね、ちょっと例えばその海が背景になっている露天風呂だったりとか。
オペレーター: なんか。,カスタマー: こう綺麗なこう、山が見えるような露天風呂とか。
オペレーター: あーなるほど。,カスタマー: まあちょっと秘湯じゃないですけど、そういうちょっとこう。
オペレーター: あーなるほど。,カスタマー: まあうーん、そういうなんか非日常みたいな。
オペレーター: あーなるほど。,カスタマー: ところとかが感じられたらいいなと。
オペレーター: ここはまあ、かなり良いかなという。,カスタマー: そうですね、まあ基本こう、1日動いて夜に入れたらいいかとは思ったんですけど、まあ逆に。
オペレーター: うーん。,カスタマー: そういうところをちょっとこう、短い時間で。
オペレーター: うーん。,カスタマー: あのーちょっと入って。
オペレーター: うーん。,カスタマー: まあその後ゆっくりくつろげるところでもう1回。
オペレーター: うーん。,カスタマー: その泊まるところとか、泊まる前とかでちょっと。
オペレーター: うんうん。まあそこに行きながら、途中でなんか食べたりとか。,カスタマー: うんうん。まあそこに行きながら、途中でなんか食べたりとか。
オペレーター: うんうん。まあそこに行きながら、途中でなんか食べたりとか。,カスタマー: まあそもそもその途中の風景も楽しめると思うんで、まあまああんまり。
オペレーター: うんうん。まあそこに行きながら、途中でなんか食べたりとか。,カスタマー: なんかいっぱい別に、あのーなんか動物園とか見るわけじゃないから。
オペレーター: うん。,カスタマー: まあいいのかなと思ってますけどね。
オペレーター: 一応食べる方をお調べしてみましょうか。,カスタマー: そうですね、はい、もう1人なんでもう完全にもう自分のなんか好きなもので色々。
オペレーター: 一応食べる方をお調べしてみましょうか。,カスタマー: 興味あるものがあればですけど。
オペレーター: 好き嫌いとかは大丈夫ですか？,カスタマー: あ、そうですね、なんかあんまりこう精進料理みたいなところとかはあんま興味ないんで。
オペレーター: うん。,カスタマー: あのー肉っぽいやつとか、こうB級グルメとかで全然。
オペレーター: まあそれを使った蕎麦とか。,カスタマー: まあでも山菜だったらまだ海鮮とかのがいいですかね。
オペレーター: 富山、石川？,カスタマー: そうですね、富山の隣の石川とか、はい。
オペレーター: うん、そうっすね。,カスタマー: 珍しいって意味では。
オペレーター: うん、そうっすね。,カスタマー: まあその、小腹にはいいかもしれないですけど、だからメインで食べるんだったらもうちょっとこう。
オペレーター: うん、そうっすね。,カスタマー: 石川県の、のどぐろ、のどぐろとかじゃないですけど、なんかこう海鮮だったりとか。
オペレーター: 魚、あ。なんか、はい。,カスタマー: あとはなんか、確か能登牛とかって、場所によってなんかそういった。
オペレーター: 魚、あ。なんか、はい。,カスタマー: あのーブランド牛みたいのもあったような気がするんで。
オペレーター: 魚、あ。なんか、はい。,カスタマー: なんかそういうところも。
オペレーター: うん。,カスタマー: なんかこう回りながら<>たらいいかなって思ってまして。
オペレーター: あと、お肉がちょっと今出てこないので、えー。,カスタマー: あ、もしお肉メインみたいなところがあるんなら。
オペレーター: あと、お肉がちょっと今出てこないので、えー。,カスタマー: ちょっとそこも参考にしたいですね。
オペレーター: 魚が多いですね、やっぱりお魚料理が。,カスタマー: なんか、B級グルメみたいなのとかだと出てこないですかね？
オペレーター: うーん。,カスタマー: 強い人だったらまあ1番最初のその。
オペレーター: うーん。,カスタマー: なんかこう一品料理のお店とかもまあこう日本酒が楽しめるみたいな感じあるんですけど。
オペレーター: うーん。,カスタマー: あんまりそこまでこう、ピンとは来ないので。
オペレーター: うん。,カスタマー: あまりお酒のこう、つまみとか肴みたいなものはなくても。
オペレーター: うん。,カスタマー: いいようなお店で全然、例えばもうなんとか丼とか。
オペレーター: うん。,カスタマー: そういうので完結してほしいかな。
オペレーター: 石川でも温泉入っときますか？,カスタマー: あーそうですね、あの能登、能登半島ぐるっと回れればいいなと思ってるかな。
オペレーター: じゃあそこまで温泉ってわけじゃないって感じ。,カスタマー: そうですね、なのでその要は能登半島の出発地点みたいなところで入るのか。
オペレーター: じゃあそこまで温泉ってわけじゃないって感じ。,カスタマー: 要はその能登半島の先端の方で入るのか。
オペレーター: うん。,カスタマー: もしくはその、もう1回帰る途中のそのまた根本の方で入るのかで変わるんで。
オペレーター: うん。,カスタマー: まあ理想は。
オペレーター: うん。,カスタマー: まあそうすると日中とか。
オペレーター: うん。,カスタマー: 夕方前とか、あーでも日中かな、に1回この<>
オペレーター: うん。,カスタマー: なんか温泉があれば入りたいですし、なかったら1回その。
オペレーター: うん。,カスタマー: もう日中、朝から夕方までぐるーっと<>回っちゃって。
オペレーター: うん。,カスタマー: まあその石川県をこう、ねも、根本みたいな、金沢のあたりとかに入れたらいいのかなと。
オペレーター: もう行きたいー、その場所だったりー、えー地方だったり県とかってもう、決まってらっしゃいますか？,カスタマー: はい。えー…、沖縄～…ですね。ええ。
オペレーター: はい。,カスタマー: っと、暖か、かいかなと思って沖縄…、を希望します。
オペレーター: 暖かい頃ということは、えーと季節的にはいつ頃～、になるんでしょうかー？,カスタマー: えーと、冬～…にーですねー、ちょっとこちら、寒いのが苦手なんでー、暖かいー、所へ行きたいなーという、<>沖縄ですね。はい。
オペレーター: こちらえーと何名様で―…、いらっしゃる感じでしょうかー。,カスタマー: えー、一応ですね、ちょっと一人でー、フラっと行ければー…、良いなと思ってます。はい。
オペレーター: あっ。,カスタマー: 出来ればそういう所を見たいです。はい。
オペレーター: ちなみになんかこうー、苦手な食べ物だったりとかー、そういったものは大丈夫でしょうかー。,カスタマー: ああ、えっとですねー、ちょっと気にしてますのがー。
オペレーター: はい。,カスタマー: あのー…、ちょっと今～、こういう状況の中であの、こ、国際通りのような、この密集した…。
オペレーター: ええ、ええ、ええ、ええ。,カスタマー: まあ、観光地、まあ、ああたぶんおそらくー、有名なお店があるんでしょうけどー。
オペレーター: ええ、ええ、ええ。,カスタマー: えー、ちょっとそういうの、じゃなくてー。
オペレーター: はい。,カスタマー: どっか離れた所にー、一軒…、そ、そこそこー、地元の人にもー。
オペレーター: はい、はい、はい、はい。,カスタマー: 受け入れられてるみたいなー、所があればー、嬉しいなあ、という。
オペレーター: なんかこう、あんまりこう、大きな、お店というよりはちょっとこう…、地元～、の人が行くようなちょっと小さめのー…、店が良いという<>。,カスタマー: はい。あのー、観光客とかが、で密集してないー。
オペレーター: はい、はい、はい、はい。,カスタマー: ちょっとゆとりのあるようなとこ…、で、おいしければ嬉しいなーと。
オペレーター: えーっとあとたべ、食べ物的にはこういうのが…、食べたいとかはありますかー？なんか、お蕎麦でしたりとかー…。,カスタマー: 沖縄なんでー…、ちょっとあまりー、調べてないんですけどーあのー、か、こ、ぶ、ん、ん、豚～…、　海産物よりもー、豚肉をー。
オペレーター: ええ、ええ、ええ。,カスタマー: のー、料理でー、美味しいもんがあれば…、ちょっと試してみたいなーと。
オペレーター: えーとやっぱりそのー、史跡的な場所がー…、ご興味がある感じですかね、それともなんか、自然…スポットだったりビーチとか…、そういう場所にも、ご興味ございますかー？,カスタマー: あー、やっぱりね冬、冬ですので、ちょっとビーチという感じですと、ふっ、ふーっ、あの、スーッ史跡～、ひっ、ひっ、ひっー、とかーでー、折角～、見れるならですねー。
オペレーター: <>,カスタマー: い、知る人ぞ、知るみたいなちょっとー、うん、マ、マニアックなとこなんかも…、行ってみたいなっ、という感じですね。
オペレーター: はい、では午後、えーとー、おそらくもう一か所ぐらい回、れると思うのでー、もうちょっとー、お探しになりますかー？,カスタマー: そうですねー、そのー…、首里ぞー、城の近くでー。
オペレーター: はい、では午後、えーとー、おそらくもう一か所ぐらい回、れると思うのでー、もうちょっとー、お探しになりますかー？,カスタマー: ええー…、ま、まあ今～…、教えて頂きました、りゅ、龍潭のようなーあの、ん、んん－、えー今あの、初めてー、聞いた名前なんすけど、あの、そう、そういうちょっと…。
オペレーター: ええ、ええ。,カスタマー: ちょっとこう、は、外した、外したというか…、お、王道から少し、斜、斜に構えたような場所があれば。
オペレーター: うん、うんー。,カスタマー: はい、しゅ、首里城コースでまとめて、んん、午後、三箇所行きたいなーと思ってます。
オペレーター: あと例えば<>、はい。,カスタマー: 出来ればある、歩いて行けるー…。
オペレーター: あと例えば<>、はい。,カスタマー: ん、範囲でー。
オペレーター: あと例えば<>、はい。,カスタマー: も、モノレールとか、ん、乗ら、乗らず、タクシーとか乗らずにー。
オペレーター: あと例えば<>、はい。,カスタマー: あのー…、もう散歩がてらー、周りぐるっと回れるような所に、良いもんがあれば嬉しいですけど。
オペレーター: ではこの近くでもうちょっと史跡探しますかー、それともなんか夕食とかの方を、考えたりとかでもー。,カスタマー: そうー、ですね、どうでしょうかねー。んぐ、午後に三つー…。
オペレーター: ではこの近くでもうちょっと史跡探しますかー、それともなんか夕食とかの方を、考えたりとかでもー。,カスタマー: つっ…、たぶんですねー、そー…、ちょっ…と、バタ、バタバター、せずにー、もうそっこのー、午後はー、ゆっくりと歩いてー。
オペレーター: ええ、ええ、ええ。,カスタマー: ちょっとその、歩くのも楽しみながら、も、三つぐらいにしておいてー。
オペレーター: はい。,カスタマー: ええ。まあ日が暮れた六時ぐらいからー…。
オペレーター: はい。,カスタマー: ちょっとー…。むぐ、ご飯でー…。
オペレーター: はい。,カスタマー: あとはー、宿に戻ってゆっくりお風呂というようなパターンにしたいかなーと思いますんで。
オペレーター: あっ、なるほどなるほど。,カスタマー: そうですね、是非～、あのー、あのー、晩御飯のー、食べれるー、所、<>。
オペレーター: <>,カスタマー: まあ、首里城の近くの方が良いでしょうかね。
オペレーター: なるほど、ちょっと<>。,カスタマー: まあ絶対、魚介が、ダメだというわけではないんですけど…。
オペレーター: ああ、ああ。まあそうですよねー。,カスタマー: ちょっと豚はー…、あーうーんー、あのー…、れん、連続じゃなくてちょっと避けた方が良いかな。
オペレーター: あとは…。,カスタマー: ぼーくーかーあれかね、居酒屋みたいにー、いろんなものがおいてある店の方がー…、結局…、良いかな…？うん。
オペレーター: 一応なんか泡盛のお店でしたりとかー…、泡盛とかってお飲みになられますかー？,カスタマー: はいはい。い、良いですね。あの…。泡盛ハイボールとか…。
オペレーター: ああー…。,カスタマー: お、む、向こうの居酒屋にあるようなー、もんもー、ぜ、是非呑みたいんで。
オペレーター: ああー…。,カスタマー: はい、いざ、居酒屋でー。
オペレーター: どっちがー…。,カスタマー: そ、それならー、まあ、折角なんでー、よ、夜のー…、居酒屋もー、ちょろっとー。
オペレーター: どっちがー…。,カスタマー: 見てみたい感じが、しますかねー。
オペレーター: えーっと、そんなに遠くはないと思いますね。,カスタマー: ま、まあ、遅くまで呑むならー歩いて帰れるー距離がいいかなーと思ったんですけどねっ、ふーっ。
オペレーター: では早速なんですけども、あのー今回ご旅行の行き先など決まってればえー教えて下さい。,カスタマー: えーと、ざっくりなんですけどあの
オペレーター: はい北海道,カスタマー: はい北海道
オペレーター: 北海道,カスタマー: はい
オペレーター: 北海道,カスタマー: ちょっとあの、今年の冬に行きたいなと思ってまして
オペレーター: ちなみに人数とかってもう決まってますか？,カスタマー: えっとー、僕と彼女二人で
オペレーター: 具体的に何かしたいとか、あのー決まってれば、良くご旅行とかされるんですか？お二人で,カスタマー: やーあの、北海道の方は本当に仕事以外で行ったことがなくって、
オペレーター: あ、はじめてもう本当にメジャーどころとか,カスタマー: あ、はじめてもう本当にメジャーどころとか
オペレーター: あ、はじめてもう本当にメジャーどころとか,カスタマー: あのーちょっとまあ雪まつりのシーズンに行きたいと思うんで、まあやっぱりそういう所をおさえながら、なんかおいしいものとか、こう流氷じゃないですけどなんか風景として<>
オペレーター: 風景とか,カスタマー: はい、行けたらなと思ってるんですけど
オペレーター: どうしましょう、遊ぶとかでお調べしますか？遊ぶスポットとか,カスタマー: そうですねーはい。食事だったり遊ぶとか、はい。
オペレーター: 何か好き嫌いとかって、食べたいものとか,カスタマー: あー、特に苦手なものはないんですけど、まあできればその北海道由来、ジンギスカンとかじゃないですけどなんかそういうこっちでなかなか食べられないようなものとかあったらいいかな
オペレーター: なんかそういったのってありました？な、特にはないですかね？,カスタマー: でもー、なんかこう昼も夜も肉料理とかにするんだったら、まあ例えばそのお昼か夜に鍋に、その野菜が多い鍋とかだったら、まあ尚いいかな
オペレーター: ご旅行って週末にされますか？,カスタマー: あ、そうですねもう、はい、土日の週末、はい、
オペレーター: じゃあ土曜日の夜に行く形ですかね、こちらへ,カスタマー: そうですね、はい。行けるんだったらその日で調整してもらえればと思うんですけど
オペレーター: そういう感じですかそういう感じもいいですね。<>もたれちゃうとかあるかも<>,カスタマー: そういう感じですかそういう感じもいいですね。<>もたれちゃうとかあるかも<>
オペレーター: とかっていうのがあったりするお店があるんですけど、こういったいろんなものが食べられるほうが良いですかね,カスタマー: そうですねー、まぁさっきの一番最初のジンギスカンのお店も室内だったら全然もうそこでいいかな
オペレーター: そうですよね,カスタマー: と思うんですけど、まぁそういう室内重視っすかね、時期的に。なんでそこで食べれればその後のラムチョップとかそういう所でもいいですし、まぁもしジンギスカンがあればジンギスカンでも、はい
オペレーター: で、えっと他に甘いものとかどうしましょう甘いものもしくはどこか見に行くとか,カスタマー: そうですね、まぁちょっとその北海道が広いんで、まぁちょっと最初はスタート地点として札幌周辺とはなっちゃう<>思うんですけど、まぁもしそこから例えば車とか、1、2時間とかで行けるようなところとかで、なんかこう、海までは行けないと思うんですけど、山だったりとか湖だったりとか<>そう雪景色だったりとか、まぁそういう所がもしあれば、まぁちょっと足を運んで行って、まぁ札幌市内戻ってきて
オペレーター: うん,カスタマー: 夕飯みたいな、そういうのがいいのかなと
オペレーター: ちょっと観光スポット,カスタマー: まぁもしなんか時期的にもう本当に逆に雪景色以外なにもなくて、みたいな<>だったら、もう本当にもう札幌だけを周遊みたいな、なんかこう色々はとバスじゃないですけど、もしそうゆうものみたいなのあれば、教えてもらえたら<>
オペレーター: そういった何だろう、えっと、ろ、えーと,カスタマー: なんか路線バスプランっていうんですかね？なんか
オペレーター: プラン、ぶら、ぶらり旅的な,カスタマー: まぁなんか市内周遊みたいな<>かね
オペレーター: なんかいろいろあのカテゴリーでお調べできるんですけど、えっと自然とか例えば建物、動物園とか,カスタマー: ああー動物園もそうですね、もしやってれば
オペレーター: 餌やりとかってみたり興味あります,カスタマー: あーまぁ、可愛ければ、ですかね
オペレーター: ふれあいなんか、はい、なんかこう見るだけじゃなくて、その檻の中の生き物見るよりもむしろそういう生き物と距離が近かったりとか、犬ぞりなんかめったに乗らないんで,カスタマー: ふれあいなんか、はい、なんかこう見るだけじゃなくて、その檻の中の生き物見るよりもむしろそういう生き物と距離が近かったりとか、犬ぞりなんかめったに乗らないんで
オペレーター: そうですよねそういうのが<>いいですね、はい、犬ぞりすごくいい,カスタマー: そうですよねそういうのが<>いいですね、はい、犬ぞりすごくいい
オペレーター: ライオンに直接餌やりとか,カスタマー: あーいやそれよりもお話しされていた犬ぞりとかの方がいいですかね
オペレーター: そういった方がいいですかねさっきより、どうなんだろ,カスタマー: かー、まぁ、動物園中心だとどうしてもその、円山とか旭山動物園とかになっちゃうんで、なんか犬ぞりとかそういう普段やらないようなウィンタースポーツっていうかその
オペレーター: うん,カスタマー: やれるような、まぁそのパークとか、もしそういうのが、大きいのがあれば、そっちの方が興味あるかもしれないですね
オペレーター: どっちもまぁいいところあるんですけど,カスタマー: いや、ちょっとー
オペレーター: どっちもまぁいいところあるんですけど,カスタマー: そうですね、それぞれ
オペレーター: んー,カスタマー: まぁ、若干あのまぁそのジャンルが違うんで、まぁ時間あれば両方行きたいですけど、まぁ優先順位でいったらまぁ後者の
オペレーター: 後者の,カスタマー: 40分かけていく方ですかね
オペレーター: 見ておきたいものとか,カスタマー: んーでも多分その移動してそこで動物園なり、その
オペレーター: うん,カスタマー: パーク的なものをするとまぁだいたいもうそれで日中終わっちゃうかなとおもうんで
オペレーター: うん,カスタマー: まぁ先ほど話したみたいにその、土曜日曜で行こうと思ってるんで、もし仮に土曜日にその、まぁ夜あのージンギスカンのお店も<>あっ、石狩鍋か、
オペレーター: うん,カスタマー: まぁ<>だったんで
オペレーター: あっそうですね,カスタマー: まぁとりあえず今まで話したもので組み合わせるんだったらなんか一日目はそういう形にして、
オペレーター: うんなんかその、二日目の方に例えばさっきのま動物園をこう<>設定するとか,カスタマー: うんなんかその、二日目の方に例えばさっきのま動物園をこう<>設定するとか
オペレーター: うん,カスタマー: なんかまぁさっきのちょっと周遊プランみたいなのいいましたけどもしそういうこう
オペレーター: うん,カスタマー: 電車でぐるぐるとかバスでこう回るみたいなのがあれば、なんかそういうのを、まぁ次の日に、まぁ帰る前にちょっと
オペレーター: うん,カスタマー: こう、ちょっと行けた方がいいのかなとは思うんですよね
オペレーター: そうですね、んん、そうですね、ちょっとまぁ周遊プランが,カスタマー: ああもう全然散策でもいいんですよ、なんかこう、札幌市内とかのなんか歴史的ななんか建物だったりとか、なんかこう、
オペレーター: うん,カスタマー: 商店街じゃない<>大きな通りじゃないですけど<>有名ないろいろこう、物が並んでるようなところとかあれば、まぁそこ歩くだけでも時間潰せるのかな
オペレーター: えーと、それでは、えーと、行き先はもう決まってらっしゃいますか？,カスタマー: はい。えー、京都ですね。
オペレーター: 京都ですね。,カスタマー: 京都市内を、はい。
オペレーター: 一応、行かれる季節、えーと、いつ頃に行かれるのは、もう決まってますか？,カスタマー: そうですね、あの、ゴールデンウィークの前ぐらいに。
オペレーター: ちなみに、えーと、どういった方と、い、えー、行かれるんでしょうか？,カスタマー: はい。えっとー、仕事の仲間でちょっと約束しておりますので、大体、よ、4名。
オペレーター: あ。なるほど、なるほど。お仕事仲間と。,カスタマー: あ、いや、わ、私含めて4名ですね、はい。
オペレーター: 何か、こういうことをしてみたいとかって。,カスタマー: できればね、えー、あの、美術館巡りなんですが。
オペレーター: あー、なるほど、なるほど。,カスタマー: はい。あの、一つ、あのー、京都近代美術館は必ず入れて。
オペレーター: はい。,カスタマー: そこ、そこから、えー、ま、いろいろと、ま、お、あの、企画内容によるんですけど、あのー、面白い展示がやってたら、あの、行きたいなあと。
オペレーター: なるほど。,カスタマー: いう感じですね、はい。
オペレーター: えーと、まあ、美術館でしたり、博物館でしたり、そういったものを、えー、見ていきたいという感じですね。,カスタマー: そ、いや、美術館だけで。はい。はい。特に。はい。
オペレーター: あ、美術館。あ、博物館とかではなく、えっと、本当、美術。,カスタマー: はい。もう美術館を、はい、と、見たいなと。
オペレーター: ええ、ええ。,カスタマー: えー、それに関連させてですね、その。
オペレーター: はい。,カスタマー: え、お茶器、ま、さ、茶道ですね。
オペレーター: はい、はい、はい。,カスタマー: あのー、それ系統の、んー、なんか美術展示してるやつがあれば。
オペレーター: なるほど、なるほど。,カスタマー: えー、め、巡りたいなあと思いますんで。
オペレーター: はい。,カスタマー: それであれば、と、とき、その、京都の、ま、最もメジャーな美術館で、どんな展覧会がやってるかというのをお調べいただいて。
オペレーター: はい。,カスタマー: その企画が面白そうでしたら、ぜひ行きたいなあという感じでしょうか<>。
オペレーター: 一応、もうちょっと代表的な美術館を何個かピックアップいたしましょうか？,カスタマー: そうですね。ちょっと、あの、京都行って、そこも行ってないのかって言われるのは嫌なんで、ちょっと。
オペレーター: あ、なるほど、なるほど。,カスタマー: あのー、はい、で、え、よく、まあ、ま、人気のあるスポットを、ちょっと教えていただければと。
オペレーター: じゃあ、もうちょっと、その、絵画でしたりとか洋画だったり、そういうものが、よ、いいですかね？あん…。,カスタマー: そうですね。まあ、えー、京都は彫刻も絵も盛んなんで。
オペレーター: はい。,カスタマー: はい。あのー、ま、できれば、京、京都画壇とか。
オペレーター: はい、はい、はい。,カスタマー: 京都、京都の人が、生み出したものが見れるようなところがうれしいですね。
オペレーター: それか、お食事処だったりとか。,カスタマー: はい。食事の情報も、ちょっとですね。はい。
オペレーター: かしこまりました。ではお食事で。,カスタマー: 食事でー。
オペレーター: 検索して、えー、してみますね。,カスタマー: 特に、ひ、昼はもう簡単な。
オペレーター: はい、はい、はい。,カスタマー: できるだけ見て回りたいんで。
オペレーター: なるほど、なるほど。,カスタマー: もう。
オペレーター: うん。,カスタマー: さくっと食べれるような。
オペレーター: 結構ライトな感じが。,カスタマー: ものでいいかな。
オペレーター: そうですね、こちらで、まあ、お昼はさくっと済ませるということもできるかなと思います。,カスタマー: えー、ま、そんなに、まあ、こ、今回、あのー、1人、女性が入ってるんで、あんまり。
オペレーター: ええ、ええ、ええ。,カスタマー: ボリューミーなものを時間かけてゆっくりというよりも、もう本当に軽く、うん、さ、さくっと、まあ、まあ、どく、そう、丼もんもあるとおっしゃってたんで。
オペレーター: はい。あと、他、夕食も探しておきましょうか？,カスタマー: そうですね。それとですね、あの、次の日がちょっと忙しいんで、あの。
オペレーター: ええ、ええ、ええ。,カスタマー: お土産をその日に。
オペレーター: あー、なるほど、なるほど。,カスタマー: できれば買いたいと思ってまして。
オペレーター: はい、はい、はい、はい。,カスタマー: んーで、ちょっと一緒に行く者の中でですね、ちょっと希望してるのが、あの。
オペレーター: はい。,カスタマー: 京都で和菓子ではなくてですね。
オペレーター: はい。,カスタマー: あのー、まあ、和菓子だったら、み、みんな京都のお土産にするんですけど、あの、いが、意外と洋菓子が。
オペレーター: なるほど。う、う、受けが、おしゃれで受けがいいと言うのがいまして。な、なんか。,カスタマー: なるほど。う、う、受けが、おしゃれで受けがいいと言うのがいまして。な、なんか。
オペレーター: ええ、ええ、ええ。,カスタマー: なんか、そう、そういうのでいいお店があればですね、ちょっとマニアックなものをお土産にしたいなと思ってまして。
オペレーター: ああ、日、どうなんですかね？ひみ、日持ちするかどうかはちょっと、何とも言えないんですけど、あと、焼き菓子などもあるんで、他のものでしたら。,カスタマー: あ、焼き、焼き菓子が、やっ、やっぱり、か、か、あの、か、軽くて。
オペレーター: うん、うん、うん、うん。,カスタマー: はい。あのー、まあ、ん、恐らく個包装なんで、みんなに配る、仕事仲間に配るのにいいかなあと。
オペレーター: はい、はい、はい。,カスタマー: はい。ぜ、ぜひ、ちょっと教えていただきたいなと。
オペレーター: アハハハハ。そうですね。,カスタマー: それほど、はい、高級じゃないところがあれば、ちょっと、おして、教えていただきたいですね。
オペレーター: ありがとうございます。ではー、お客様、どちらへご旅行なさいますか。,カスタマー: えっとー、長崎の方～に、行きたいんですけれどもー。
オペレーター: 九州のー、長崎県で、よろしいですか。,カスタマー: はい、そうです。
オペレーター: かしこまりました。では長崎に、いつ頃、ご旅行なさいますか。,カスタマー: えっとー、夏～です。
オペレーター: では何名様でのご旅行となりますでしょうか。,カスタマー: えっとー娘と二人で行きまーす。
オペレーター: お子様とでは、お二人でございますね。,カスタマー: はい。
オペレーター: ええ。,カスタマー: 二十六歳の、あのーしゃ…、もう会社員です。
オペレーター: ではあのー、お子様向けの場所というよりー、大人の方、親子で、お楽しみ頂けるような場所がよろしいでしょうか。,カスタマー: そうですね。
オペレーター: ええっ、ええっ、ええ、ええ。ええ。,カスタマー: 今度はそうじゃなくってー。
