previous_operator_utterance,current_utterance
オペレーター: うんうんうん。,カスタマー: えーとー、札幌のすすきのに位置する、檜造りの露天風呂や、圧倒的な、広さを誇る大浴場と書かれておりまして―、道内トップクラスの種類を有する、上質なざ、上質な、リラクゼーション、ってゆうのがあるんですけれども。
オペレーター: はい。,カスタマー: ワイナリーだと、えーっと。
オペレーター: はい。,カスタマー: あー、はい。
オペレーター: よろしくお願いしまーす。,カスタマー: よろしくお願いいたします。えーと、今回のご旅行はどちらの方面をご希望ですか？
オペレーター: これと先程私がお薦め致しました。,カスタマー: はい。
オペレーター: でもまあ色々とじ、食材、色々なんていうんですかね、他とはひと味違うお土産を購入することができるって書いてますので。,カスタマー: あー、へー。で、こちら嬉しいの24時間営業で無休ですね。
オペレーター: なるほどなるほど、へー、その北えびすですか？ここはなんか特色みたいなのはあるんですか？,カスタマー: これがあの、肉に塩をふって、2日間じっくり低温熟成させる塩じめじん、熟成ジンギスカン。
オペレーター: はい。,カスタマー: あー、うーん。
オペレーター: はい、はい、はい。,カスタマー: あ、いいですねー。
オペレーター: はい。,カスタマー: はい。
オペレーター: あ、そうですね。,カスタマー: 紅葉以外に、はい。
オペレーター: できればー、えーとー,カスタマー: はい
オペレーター: へー。おいしそ。,カスタマー: ちょっと写真がないんですけれども。
オペレーター: グラント、グラン、フロント大阪南館に順ずるという事で、ホテルの中ですね。,カスタマー: んー。
オペレーター: おー。,カスタマー: ええ、ええ。定番の味噌ラーメンは、濃厚なのにすっきりとした辛みのあるスープ。
オペレーター: はい。,カスタマー: はい。
オペレーター: はい。,カスタマー: で、なんかこちら、温泉入りながらー、瀬戸内海の眺めとかも、見れるような
オペレーター: はい、よろしくお願いします。,カスタマー: えっとー、今回ご旅行はー、どちらの方面とかーをご希望されていらっしゃいますか？
オペレーター: やっぱりー、休みが入ってくると思うんですけれども。,カスタマー: ええ、ええ。
オペレーター: この、じゃ、どうしましょうか、えーっと、１日旅行されるということですので、たとえば。,カスタマー: はい。
オペレーター: ええ、ええ。,カスタマー: えー…花火…。
オペレーター: えーと、り、リトル大阪道頓堀店、カッコ、ぐり、グリコ。,カスタマー: はい。
オペレーター: ええ。で、こちら、あの、ヒマワリの、あの、ジャンボ迷路、迷路ですね。,カスタマー: はい。
オペレーター: えーとー、では本日は色々ありがとうございました。,カスタマー: ありがとうございました。
オペレーター: はい。,カスタマー: 小倉家さんというところではですね、あのー、こちら、民芸品ですとか、お酒とかも購入ができますし。
オペレーター: はい。,カスタマー: はい、かしこまりました。では、京都なんですけれどもー。
オペレーター: はい。,カスタマー: あのー、季節によって、ちょっとお値段が変動するんですけれども。
オペレーター: そういうのがあるのすごいいいですね。,カスタマー: 面白いですよね、はい。
オペレーター: あ、そうなんですか。,カスタマー: 4月上旬ですごめんなさい。
オペレーター: その、うん。,カスタマー: なんか、え、す、勧められたといえば、まあ、自分も見てみたいなというですね。
オペレーター: はい。,カスタマー: はい、トルコライスのお店ですと、まああのその辺にあるような洋食店のようなお店とか。
オペレーター: はい。,カスタマー: こちらに寄られてもよろしいかと思いますし、あと、そのー。
オペレーター: うーん。,カスタマー: ええ。あのこちらもそうですね、割と、あの丸1日楽しめるような、はい施設となっておりまして、はい。
オペレーター: えーとー,カスタマー: ジンギスカン、本当のジンギスカンってゆうとー、あのー、松尾ジンギスカン、なんはっ、札幌駅前店とゆう、もう、いかにもジンギスカンっていう感じ、あの、焼肉屋さんとか、ま、いろいろあるんですけどもー、ジンギスカンってゆうと、松尾ジンギスカン札幌駅前店というお店がございます。
オペレーター: さっき言ってたキャンプ場から近いんですかね。どのぐらいなんですか？,カスタマー: はい。えっと少々お待ちください。
オペレーター: こ、あ、こんにちは。本日はご利用ありがとうございます。,カスタマー: よろしくお願いします。
オペレーター: かしこまりました。はい、北海道大学植物園。,カスタマー: あ、すいません。
オペレーター: はい。,カスタマー: いかが致しましょう他のお寺もご覧になるか、或いは周りで自然をお楽しみになるとか。
オペレーター: 例えばですね、あの、名前は結構有名かと思うんですけど、亀山社中という。,カスタマー: はい、はい。はい。
オペレーター: ああ、ある？,カスタマー: あの、保よしさんっていうお店があるんですけれども、こちらはいかがでしょうか？あの、郷土料理になりましてー、あの、しゃぶしゃぶとか、あと、え、越後のもち、もち豚鍋というのがございます。
オペレーター: あ。,カスタマー: どうなんですかねー。
オペレーター: はい,カスタマー: 何個か、えっとまず一つ、何個かありまして、まず一つが、サッポロビール園っていうところなんですけど
オペレーター: うんうん。うんうん。,カスタマー: そういったことができたりするんですね。あとむつごろうの水族館もあったりして。
オペレーター: あっなるほど。はい。,カスタマー: ただまぁちょっと、お昼にかまぼこ自分で作って<>
オペレーター: あ、かしこまりました。ただ今、お調べいたしますのでお待ちください。,カスタマー: はい。
オペレーター: じゃあ、あの、この、えー、越後湯沢にある、えー。,カスタマー: え？はい。
オペレーター: 絵画とかオブジェとか民芸品とか、ま浮世絵、さまざまなものが、こう猫作品があるみたいで、猫好きにはたまらないって書いてあるんですけれども。,カスタマー: へー。
オペレーター: ですね。,カスタマー: はい。そうですね。
オペレーター: あと、ラーメン屋さん？,カスタマー: はい。
オペレーター: こちらは季節野菜の炊き合わせとかがあるようなお店もありますし。,カスタマー: まあ、ただちょっとこれは朝ごはん向けな感じなので、ちょっとこれはあんまりかなと思うのと。
オペレーター: うん。,カスタマー: やはり、この札幌の駅の、こ、中心街にあって。
オペレーター: あっ、はい。そうですねこちらがですね、あのーそういった写真がないんですけれども、多分おそらくあのあるかと思いますので、はい。もしあのありましたら是非あの乗ってみるのも良いかと思います。,カスタマー: はい。
オペレーター: 左様でございますか。では轟の滝といいますので、こちらをご旅行先の一つのリストに加えてもよろしいでしょうか。,カスタマー: あ、はい。ぜひお願いいたします。
オペレーター: あ、そうなんですね。はい。,カスタマー: ええ、あの、ちょっとすいませんが、申し訳ないんですけれどもー。あの、主に観光地で、はい、でお願いしたいんですけれども。
オペレーター: うーん。,カスタマー: うーん。
オペレーター: あ、失礼しました。,カスタマー: 札幌蟹本店が夕飯とゆうことでー。
オペレーター: うん。,カスタマー: などが、ま、季節によって、ま、それではなかったりするんですけど、ま、一例として、そういったものが季節によっては出てくる。
オペレーター: では、例えばー,カスタマー: はい。
オペレーター: あ、はい。はい。あの、なんです、初めてちょっとお聞きしたんですけど、<>も。はい。,カスタマー: はい。ええ。はい。ええ、はい。なかなか面白そうでございます。はい。
オペレーター: うん。,カスタマー: あー、予約制ね。
オペレーター: で、お食事は夜お魚をですね、えー、ねぎぼうずというお店でお召し上がりになって、もしかすると、お昼に牛タンの福助さんの方で<>かもしれないという感じ,カスタマー: はい。
オペレーター: うん、うん。,カスタマー: ああ。
オペレーター: うん。の和風アップルパイとい、い、と言ったですねあのお菓子もあるお店屋さんがございまして、はい。こちらもあの宜しいかと思うんですけれども、はい。,カスタマー: アップルパイだったら好きです。ふふふ。こちら。はは。そうですね、はい。こちらなかなかはい宜しいかと思いますのではいおすすめしたいですねはい。
オペレーター: ほー。あの源泉のゆで卵づくり体験ができます。,カスタマー: ははは、その温泉を使ってっていうことですかね、たぶん。
オペレーター: そうですね。,カスタマー: はい、じゃ、ちょっと調べてみますね。
オペレーター: そうですね、まあせっかく冬なので、まあ脂が乗った魚は食べたいですね。,カスタマー: ええ、あ、なるほど、魚料理ですね。
オペレーター: っと春なので桜とか綺麗なところがあれば一緒に見たいなと思います。,カスタマー: はい。
オペレーター: うんうんうん。,カスタマー: はい。
オペレーター: で、こちらですと、なんか、ミニ、ミニグリコマン？フフ。,カスタマー: え？ミニグリコマン？なんですか？それ。フフフフ。
オペレーター: ちょっと結構こうやはり北海道ですので、こう豪勢な料理が今たくさん<>出てまして、すいませんね、ちょっとお待たせいたしますが、もう少々お待ちください。,カスタマー: あー<>、いえ、あ、はい。
オペレーター: あっ。はい、かしこまりましたではお昼ごはん…、を食べる場所をさ、探っす感じで、よろしいでしょうか。,カスタマー: そう…でっすねー。その、その二つのー、ちょっと位置関係がわからないんですけど。
オペレーター: そうですねー,カスタマー: で一応流れとしてはさっきの所と今の所でジンギスカンをちょっと堪能するじゃないですけど
オペレーター: そうですよね、あの、お互い、お互い飲む、飲むためには。,カスタマー: なるほど。
オペレーター: はい。,カスタマー: 絵画展ですね？
オペレーター: うーん。ところも、はいなかなかよろしいかと思います。,カスタマー: ありがとうございます。
オペレーター: じゃああの中で食べられそうなお店今探してみますね。,カスタマー: はい、ありがとうございます。
オペレーター: はい、北海道を考えてます。,カスタマー: あ、なるほどなるほど、北海道に行かれるんですね、はい、かしこまりました。
オペレーター: 例えばなんですけれども,カスタマー: はい
オペレーター: はーい、あー、これおすそうです、そこがいい。,カスタマー: と、こちらは、明石、新明石っていう、あのお店なんですけれども、こちらが、えっと、やっぱり<>みなみのベイエリアにございましてー、えーとー、営業時間が16時から22時、で、えー、日曜日がお休み、日曜祝日がお休みです。
オペレーター: 安いのが欲しいわけじゃないんですけど。,カスタマー: はい、はい、はい。
オペレーター: うん。,カスタマー: はい、例えばこちらですと、あのー三味線、津軽三味線を聴きながら。
オペレーター: あの、5000円ぐらいからあります。,カスタマー: はい。
オペレーター: はい。,カスタマー: あのー、す、水陸両用バスってご存じですか？
オペレーター: そうですね。,カスタマー: どういう感じの、シチュエーションが。
オペレーター: へー。,カスタマー: はい。
オペレーター: そうですね、それがもう少しこう鄙びた様な感じの場所になっておりまして。え、え、とてもしっとりした場所でございますね。,カスタマー: あー、あっいいですね。ええ、ええ、ええ。
オペレーター: うんうん。,カスタマー: あの、この辺、あのー、散策していただくのも楽しいですし、あと、こちらの、あの、テレビ塔の上に上ってみるのも、あの、楽しいかと、おも、思います。
オペレーター: うーん。,カスタマー: はい。よろしければ。
オペレーター: 失礼いたします。,カスタマー: あ、こんにちは。
オペレーター: 子羊とかっていうように、メインの具材を、こう、選べるっていう。,カスタマー: ふーん。
オペレーター: あー。,カスタマー: はあ。
オペレーター: 沖、沖に永い、良い、部、島。,カスタマー: うん。
オペレーター: 魚介、ちょっと魚介づくしみたいな。,カスタマー: はい。
オペレーター: はい、お好きです。,カスタマー: 大好きです。
オペレーター: えっとー、駅の近くですね、あのー。,カスタマー: んー。
オペレーター: できればお昼近くにかまぼこ博物館の方に伺うようにして。,カスタマー: ええ。ええ。
オペレーター: 少々お待ちください。,カスタマー: はい。
オペレーター: で、その後ですね、あのー、二条市場で、あのー、はい、あの、こちらでイクラ料理ですとかカニ以外の、あのー、料理を食べることもできます。あとは、あのー、札幌市の円山動物園で、あのー、動物と戯れることもできますし、あと、先ほど別に、あのー、す、申し伝えましたノースサファリサッポロで、あの、ちょっと、お客さまは、あの、嫌がられたんですけど、あの、ヘビですとか、あのー、他にカワウソの餌やりですとか、そういった、あの、動物園もございます。,カスタマー: フフ。
オペレーター: はい、こんにちは、初めまして、よろしくお願いいたします。,カスタマー: 初めまして。
オペレーター: うん。,カスタマー: こちら載ってなくてですねー、
オペレーター: ええ、そうですよね。あのー海鮮料理の専門店となっておりますので、あの私共のほうにある情報でも魚のメニューしか載っていないんですね。,カスタマー: うんうん。はい。
オペレーター: はい。お客様、あのーえーっとですね、あの冬ちょっと寒いんですけれども。,カスタマー: はい。はい、もしよろしければ、あのー三内丸山遺跡という遺跡があるんですけれども。
オペレーター: 本日はお問い合わせ頂き、ありがとうございます。,カスタマー: はい。えーとこの度一日よろしくお願い致します。
オペレーター: えー、乗馬体験。,カスタマー: うーん。
オペレーター: い、知る人ぞ、知るみたいなちょっとー、うん、マ、マニアックなとこなんかも…、行ってみたいなっ、という感じですね。,カスタマー: うーん。
オペレーター: あれも、あれも、これもみたいな。,カスタマー: あ。
オペレーター: はい。えっと少々お待ちください。,カスタマー: えっと、一旦ちょっとキャンプ場に戻りますね。同じ本島だと思うんですけども。
オペレーター: はい,カスタマー: お客様、大変お待たせいたしました。
オペレーター: 温泉施設となってましてー。,カスタマー: はい、こういうところとか、いかがですかね？
オペレーター: えーと、ちょっとー、写真とかお見せできないんですが、こう、なんか、綺麗な景色を見ながら、えーもう、夕食を楽しむということができるかと思います。,カスタマー: はい。
オペレーター: はーい。,カスタマー: えーえーえー。
オペレーター: はい。,カスタマー: 調べいたしますので、少々お待ちください。
オペレーター: ご興味ございますか？,カスタマー: はい。
オペレーター: お願いしまーす。,カスタマー: では、えーと、早速なんですけども、まずご旅行先伺ってもよろしいでしょうか？
オペレーター: はい。はい。ありがとうございました。はい。本日はご利用いただきましてありがとうございました。失礼いたします。,カスタマー: はい。はい、ありがとうございました。失礼します。
オペレーター: ふーん。,カスタマー: こちら、おいしそうですよね。
オペレーター: アシロ？,カスタマー: アシ、アシに、なんかヨルと書いて何でしたっけ？
オペレーター: ありがとうございます。,カスタマー: と、沖縄ですね。あ、沖縄でいくつかあの、出てきているんですけれども、あの一応春ということなので、オートキャンプ場とか。
オペレーター: ええ。一応両方とも那覇、市内ですので、那覇市内でお調べ致しましょうか。,カスタマー: ええ。
オペレーター: はーい。,カスタマー: <>そうだな、ふふふふ、ふーん。
オペレーター: そうすれば、あの、なにか幅広くお土産を買うことができるんじゃないかと思われるんですけども。,カスタマー: ああ、ああ、そうかそうかそう。ふーん。
オペレーター: <>春は新緑が美しいところでございます。,カスタマー: ああ、あああ！
オペレーター: 分かりました。あのー、やっぱり、どうしても小さいお子さまが。,カスタマー: はい。
オペレーター: こちらいかがですかね？,カスタマー: そうですね、なんか、そうですねそ、じゃあそこもお願いします。
オペレーター: ま、でも、松島は、あん、もー、なんか、名前聞いただけで風景が。,カスタマー: えーえー。
オペレーター: ふーん。,カスタマー: はい。こちらがですね、あのー、確認したところ、あのー。
オペレーター: あっ、はいお調べ致しますので少々お待ちください。,カスタマー: おねがいします。
オペレーター: ねー。はい。確かに、あの、持って、買って帰って自分だけホテルで食べるっていうのもありですからね。,カスタマー: そうですね、こちらも。はい。あのー。はい。
オペレーター: うん。,カスタマー: ええ、雪印パーラー本店さんがございまして。
オペレーター: なんか、あのー、アスレチックみたいな、子どもが遊ぶものもありますか。,カスタマー: あ、そうですね。あのー、あの、何ていうのかな。ん、ま、地元の。
オペレーター: あぁ、はい。,カスタマー: ま、マグロとか。
オペレーター: はい。,カスタマー: はい、どうでしょう、もう何件かご紹介したほうがよろしいでしょうか？
オペレーター: はい、かしこまりました、ではえーと、食料品に絞って、えー、検索させていただきますね。,カスタマー: はい、お願いしまーす。
オペレーター: で、あとは、でも、基本やはり海が多いですね、スポットとしては。,カスタマー: うん。
オペレーター: ふぅうーん。,カスタマー: で、えーっと、あとは、十勝産のあんず、に、鬼ザラ糖を使用した餡が入った、鯛焼きなんかも売ってるみたいですね。
オペレーター: なんだろう。できたての、まぁ<>まずどっか一つ,カスタマー: ええ。
オペレーター: そうですねー。,カスタマー: その土地ならではであれば、えーと、もう一つ。
オペレーター: はい。はい。,カスタマー: ありがとうございます。
オペレーター: かしこまりました。では、こちらの方を、リストに加えておきます。,カスタマー: はい。
オペレーター: あ、でもなんか、今度夕飯とかのほうをどうしよっかなと思って。,カスタマー: もう、うどんはいいですか？
オペレーター: はい。小さいお子さまがいらっしゃいますので。,カスタマー: はい。あのー、お勧めかと思われますが、いかがでしょうか。
オペレーター: あ、はい。お願いいたします。,カスタマー: はい。あとお客様、何かあのー食べてみたりとか、あと何か買いたいものとか、そういったご要望はございますか？
オペレーター: はい、分かりました。,カスタマー: はい、では本日はどうもありがとうございました。
オペレーター: こちらがですねあの2000年以上の歴史を誇るこの地方ずい、随一の神社でございまして。,カスタマー: うーん。
オペレーター: まー、でも、なんか、あのー、色々そーゆー話をしてくれた思い出があるんで、まー。,カスタマー: えーえー。
オペレーター: こちらですね、蟹身がたっぷり乗ったカニピラフっていうのがあります。,カスタマー: ふーん。
オペレーター: はい。,カスタマー: あのー、北海道の、その、ひ、えーと、自然公園？
オペレーター: どっちも距離的には変わらないです、そこまでは、直線距離は。,カスタマー: ふんふんふんふんふん、直線距離は、なるほどなるほど、へー。
オペレーター: はい。,カスタマー: あーはい。
オペレーター: そうですね。,カスタマー: もうちょっと、つく、まあやっぱ、作るところ見たいって感じですか、こう。
オペレーター: これは、なんかすごく美味しそうですね。,カスタマー: 私も魚好きなんですけど、あのおかい、お買い物もできますね。
オペレーター: 1歳以上300円って書いてありますので。,カスタマー: はい。1歳以上の方でも大丈夫という感じですね。
オペレーター: お客様、他にもですね、<>、あとまぁ郷土資料館ですとか、まだまだですね文化施設は沢山御座いまして,カスタマー: はい。
オペレーター: えーと、基本的にすみません、移動は車になりますかね。,カスタマー: ええ。ええ、そうですね、やはりあの車でのご移動になってしまうんですけれども。
オペレーター: じゃ、こちらチェックしておきますね。,カスタマー: はい。
オペレーター: あとはこちら、えー、お1人旅ということですので、えーと、でしたと思うんですけど、えー、1、２名でも利用できる個室とかもあるみたいで、結構まあお一人でも入りやすいお店かなあと思います。,カスタマー: あ、いいですね。
オペレーター: なんか空港以外で温泉が有名なところってあります？,カスタマー: あ、かしこまりました。ただ今、お調べいたしますのでお待ちください。
オペレーター: うんうんうん。,カスタマー: あのー、このしゃぶしゃぶはすごい金目鯛。
オペレーター: その企画が面白そうでしたら、ぜひ行きたいなあという感じでしょうか<>。,カスタマー: あ、そうですね、多分、恐らく何の展覧、えっとー、この時期にこの企画展がやってるという情報が、ちょっと申し訳ないんですが、こちらのサイトに記載が恐らくなくて。
オペレーター: はい。カウンターになっておりまして、ここであの、いろいろ、あの、ワイン、牛乳やワインとか、そーゆーなんか、生地の味付けにいろいろと工夫をされておりまして。,カスタマー: へー。
オペレーター: まあ1回そこに入ってさっぱり。,カスタマー: してもらって。
オペレーター: 結局なので、あのトルコとはあんまり関係ない気がするんですけども。ええ。,カスタマー: あはは。
オペレーター: じゃああのー、えーっと、蟹ー、は、あ、すいません。,カスタマー: えー…あっ分かりました。
オペレーター: ええええ。,カスタマー: やっぱり、その鮮度を売りにしていて、生のものが結構多いかなあという感じ。
オペレーター: なるほど。,カスタマー: と、ライオンとか、います。
オペレーター: とー、秋頃に、旅行したいです。,カスタマー: 秋頃ですね。
オペレーター: うん。,カスタマー: で、平成30年に新たにホッキョクグマ館がオープンしまして。はい。
オペレーター: あの、大変あのー、えーと、山菜料理が、あの、有名でございまして,カスタマー: はい
オペレーター: はい。お待たせいたしました。,カスタマー: ただ今ですね、お調べいたしましたところ、ナガ、ナガンヌ島というところがございまして。
オペレーター: いや、駄目だと思います。,カスタマー: フフッフ。
オペレーター: 地魚を使ったフレンチとかそういうのではないということで<>,カスタマー: あーなるほど。
オペレーター: んな感じがいいですか？,カスタマー: あと、足湯とかがある所もあるんですが、体全身入った方がー。
オペレーター: あのー、沢山温泉がーありましてー、えーとー、立ち寄りう、湯が、あった方がいいですよね。,カスタマー: はいはいはい。
オペレーター: ああ、うん。,カスタマー: ああ、うん。
オペレーター: あのー…、じ、神社はー、聞いたことあるんですけど。,カスタマー: そうですねー。
オペレーター: はい、はい。,カスタマー: どうでしょう。例えばオヤツのようなものを考えておくかー、あるいはどっか、見に行くかとかですね。
オペレーター: はい。,カスタマー: はい。こちらがですね、あのー、朝8時45分から。
オペレーター: あの<>の断片しかないんですけどー。,カスタマー: ええ、ええ。
オペレーター: はい。,カスタマー: はい、かしこまりました、はい、えー、それでは、えー、北海道に行かれたいということですが、えーと、何か具体的にこういうことがやってみたいですとか。
オペレーター: うんうん。,カスタマー: はい。なのでお子様もあの、まだー？みたいな感じで、あのー嫌になることもないかと思いますので、ちょうどいいかなと思いました。
オペレーター: ええ、ええ。,カスタマー: あとどうでしょう、もうちょっとなんか軽めのやつとか、あの、食べ物でしたりとか、また、なんかお菓子だったりとか、そういった食事系も探しますか、それともなんか、<>全然違うやつとかでも食事じゃないやつとかでも大丈夫ですけど。
オペレーター: うーん、ちょ、吉本以外でですよね、見るところ。,カスタマー: 夕食。
オペレーター: なるほど、じゃあえっと、や、山というか,カスタマー: そうですね
オペレーター: 一つだけリクエストがありまして。,カスタマー: あっはい。もちろんです。
オペレーター: あのー公園がございますのでさっき申し上げました公園がありますので、公園の中にいろいろと歩いて回ったりとゆう、まあお店もあります、あ、事もありますし。,カスタマー: うん。
オペレーター: あ、はい。お願いしまーす。はい。,カスタマー: かしこまりました。少々お待ちくださいませ。
オペレーター: はい。,カスタマー: わんぱーくこうちっていう。
オペレーター: ふぅうーん。,カスタマー: えー、旬の島野菜をふんだんに使用した料理は、えー、化学調味料をほとんど使わず、シンプルな味わいで、体にも優しいと書いてありますね。
オペレーター: いえいえ。夕日を。,カスタマー: はい。
オペレーター: そういった店もございますけれども。はい。こちらもなかなか<>珍しいというか。はい。,カスタマー: はい。
オペレーター: うん。札幌ラーメンとかも、はい、食べることができます。,カスタマー: 大変便利なところでございますね。はい。
オペレーター: うんうん。,カスタマー: 結構落ち着いてるような感じですか？
オペレーター: でえー、一応疲れた時用に、何個か候補を挙げているのが、えー喫茶店の方とあと温泉が2つほど、挙げさせていただいてます。,カスタマー: でこちら、まあの正確なルートはないですけども、あのこちらの方、メモの、メモ残させていただいたので、もし必要であればお声がけください。
オペレーター: そうですね。ふーん。,カスタマー: はい。うん。
オペレーター: うん。,カスタマー: えっとその、ショッピングモールの一階から三階はドンキホーテが入っておりまして。
オペレーター: うんうん。ええ、ええ。ええ、ええ。,カスタマー: ああ。えーと、こちらですね、あのー。
オペレーター: はい。,カスタマー: あっ、そうでした。はい。
オペレーター: で、一応、こちら、あーのー…、休みの日はないんですけどー。,カスタマー: もしあの、体験されるとしたらー、あーのー、二日前までに…、予約…。
オペレーター: あー。,カスタマー: はい。ですねーニューサマーオレンジを、はい。
オペレーター: はい。,カスタマー: えー。
オペレーター: へー。,カスタマー: その島を望める場所にございまして。
オペレーター: あ、はい。,カスタマー: はい。かしこまりました。今お調べいたしますので、お待ちください。
オペレーター: あのー、メロンが、どーんって写真が載っているところがあって。,カスタマー: はい。はい。
オペレーター: はい。,カスタマー: はい。あとですね、あのー、えーと他にですね、あのー京都に行かれまして、あのーどこか行きたいですとか、あのー見、あのー食べてみたいですとか、あのーそういったところはございますか？
オペレーター: あ、はい。,カスタマー: ではあのー
オペレーター: えーとー、札幌のすすきのに位置する、檜造りの露天風呂や、圧倒的な、広さを誇る大浴場と書かれておりまして―、道内トップクラスの種類を有する、上質なざ、上質な、リラクゼーション、ってゆうのがあるんですけれども。,カスタマー: うんうん。
オペレーター: ええ、ええ。ええ。ええ。はい、お客様ピッタリでございまして実は。,カスタマー: そこになんか沖縄特有のものとかってそのビュッフェスタイルの中にそういったメニューってあるかってお分かりですか？
オペレーター: あのー、まあ、ん、北海道だけじゃなくて全国から食材取り寄せて、みたいな感じ。,カスタマー: うん。
オペレーター: こちら、えー。,カスタマー: お昼もやってますし、夜も。
オペレーター: 仏閣とかは、ご興味ございますか?,カスタマー: うん、まー、ち、両親は好きかなー、そーゆーとこなー。
オペレーター: あ、はい、大丈夫です。,カスタマー: はい。そうしますと、こちら、あの、小樽の美しい景色が。
オペレーター: おねがいします。,カスタマー: はい。そうですね。
オペレーター: はい。,カスタマー: えと、札幌の方ですと、あのー、結構、定山渓ってゆう所がま、出てきてるんですけども。
オペレーター: えっとー、北えびすさんが、ラムのもも肉かな、750円。,カスタマー: うーんふんふん。
オペレーター: はい、分かりましたー。,カスタマー: はい、えーとまあ、ちょっと展望室だけですと、え、そんなに時間は潰せないと思うんで、もう何件か、やっぱり。
オペレーター: はい。で、こちら、あのー、平和の塔が建っておりまして、はい。,カスタマー: はい。ん。
オペレーター: もっとたくさんもうビーチづくしで、次もビーチ、前もビーチみたいな感じで行くのとー、それかほか例えばお買い物をするとかー、何か、まあもちろんお食事は別途お考えいただくのが良いんですけれども、まあお買い物系とかー、あるいはどうでしょう、もっとビーチで行くか、なんか別のアトラクションがいいか。,カスタマー: <>はー。
オペレーター: はい。お客さま、あの、北海道は大変広い場所でございますので、例えば北海道のどの辺りとか。,カスタマー: はい。
オペレーター: 利き酒体験が…うん、できるところとなっているんですけれども。,カスタマー: 利き酒…。
オペレーター: はい、でこちら、はい、月曜日がお休みなんですけれども、はい、朝10時から夕方5時までやっておりますので、はい、立ち寄るのもよろしいかなと思います。,カスタマー: その今言う、おし、言ってた場所っていうのは。はい。うん、えぇえぇ、はい。
オペレーター: さっきよりはじゅう、さっきのお店よりはなんだろう、羊的には充実してるかなって。,カスタマー: バラエティに富んでるってことですね、へー。
オペレーター: あー。,カスタマー: そうですね。
オペレーター: はい。失礼いたします。,カスタマー: こんにちはー。
オペレーター: で、一応、無休なんですけれども、天気が悪い日とかは、ちょっとあの、あの止まってしまったりとかっていう臨時休業が、可能性があります。,カスタマー: あ、そうなんですか。はい。
オペレーター: うん。,カスタマー: あの、温故知新をモットーにしてるって書いてるんですけれども。
オペレーター: あ、はい。あの全然調べてないのでー、ご相談に乗っていただければと思うんですけど、よろしくお願い<>,カスタマー: ええ。
オペレーター: ほほほほ。,カスタマー: とか。
オペレーター: はい。,カスタマー: よろしくお願いします。
オペレーター: あの、品種は、おに、尾道を代表する日本いちじくということで、あのー、結構食感も良い、良いみたいな感じ、書いてあるんですけれども、いかがでしょうか？,カスタマー: はーい。
オペレーター: あー。,カスタマー: あ、ほんとですか?じゃ、あの、そちら、ぜひ、いえいえ、あります。
オペレーター: 丁寧に焼き上げたって感じなんですけれども。,カスタマー: 美味しそうですね。
オペレーター: はい。,カスタマー: 喜屋武岬ですね。はい。
オペレーター: そうですね、岬も流氷も、はい、あのー、眺められるという、イメージ,カスタマー: ええ
オペレーター: はい,カスタマー: ありがとうございますー。
オペレーター: そっかー、意外と。,カスタマー: ええ、ええ。
オペレーター: ええー,カスタマー: はい
オペレーター: 一応、えーとー、写真～…、ちょっとこちらで、今確認…、してる写真、まあお見せ今、出来ないのがちょっと残念なんですけど、あーのー…。,カスタマー: はい。
オペレーター: ほー、ほうほうほうほうほう。,カスタマー: で、こちらあの海のほうなんですよ、和歌山市内の。
オペレーター: えっと、こちら、彫刻の専門店が、えー、専門の方が営む和雑貨のお店となってまして,カスタマー: あー
オペレーター: 巻きつけて,カスタマー: はい
オペレーター: あはは、なるほどなるほど。,カスタマー: <>じゃ、温泉、とりあえずこちらーひとつ、ま、行くところのリストに加えるという感じで大丈夫ですか？
オペレーター: はい。,カスタマー: はい。
オペレーター: はい。,カスタマー: あのー、あ、すいません、ちょっとこれが、すい、<>、間違えました。すいません。
オペレーター: ハハ。細川頼直さんっていう人が。,カスタマー: はい。
オペレーター: あ、ラーメン！,カスタマー: そうですよね、北海道といえばラーメンもありましたね！
オペレーター: こんにちは。,カスタマー: よろしくお願いします。
オペレーター: ま、対馬にも行ってみたいことは行ってみたいですねー。,カスタマー: 対馬。
オペレーター: 一応、えーと、今ご案内した恵比寿大黒としっていうお店は、あの、お休みが日曜になりますので。,カスタマー: うん。
オペレーター: 私の3人家族でー,カスタマー: はい
オペレーター: はい行かれてはどうかなと思います。,カスタマー: あとそう、うん。あとそうですね。
オペレーター: えと、なみのうえのぐう。,カスタマー: なみのうえのぐう、は、はー。
オペレーター: うんうん。,カスタマー: うんー。
オペレーター: ではですね、沖縄結構広かったりするんですけれども。,カスタマー: はい。
オペレーター: んー、サクサクに揚げた、あのー、チキンのレッグがポイントってか、あの、あ…。,カスタマー: え、チキンの何ですか？それ。
オペレーター: あのー、青のりとかが、やっぱりマヨネーズかけて食べる、食べ放題みたいな感じで。,カスタマー: あー。
オペレーター: あとはー、あの、池田町ブドウ、ブドウ…酒、研究所、ワイン城ですね。,カスタマー: わ、ワインのー、あのーけんが、工場見学ーで御座います。
オペレーター: えへ、えへ。,カスタマー: そうですね、あのちょっとお店のイメージが、うーん、お店の食べる食事の所もこう鄙びたイメージを、わいてしまったんですけど、でも、まあー。
オペレーター: あ、はい。,カスタマー: えと、季節とかー、ご希望ございますか？
オペレーター: あ、そうなんですね。,カスタマー: へへへ。
